状态包ID,状态模板名称,buff伤害动画时间点,buff添加动画时间点,buff动画删除时间点,状态显示名称,是否显示状态图标,状态图标或持续特效,状态挂点,状态伤害特效,状态添加特效,状态消失特效,状态描述,状态类型,概率,生效条件,状态效果ID,数据,同状态ID叠加覆喂规则,状态包结束条件,生效次数,持续回合数M,buff添加特效挂点,buff伤害特效挂点,击中效果提示,
617,3率2回1级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,6000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
618,4率2回1级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,8000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
619,5率2回1级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,10000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
620,1率3回1级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,2000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
621,2率3回1级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,4000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
622,3率3回1级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,6000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
623,4率3回1级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,8000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
624,5率3回1级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,10000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.10*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
625,1率2回2级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,2000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
626,2率2回2级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,4000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
627,3率2回2级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,6000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
628,4率2回2级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,8000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
629,5率2回2级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,10000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
630,1率3回2级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,2000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
631,2率3回2级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,4000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
632,3率3回2级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,6000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
633,4率3回2级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,8000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
634,5率3回2级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,10000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.15*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,3|10000,,1,,
635,龙马伤害,2,2,,,0,,1,heffect_22,,,直接造成10%当前生命伤害,debuff,10000,1,9,if (attacker.currMaxHp-attacker.currHp)*0.2>50000  then  data=-50000 else  data =-(attacker.currMaxHp-attacker.currHp)*0.2 end,1,1,1,,,2,,
636,龙马血路,3,3,,血路,0,,1,heffect_5,,,1级血路，自己掉血,debuff,10000,7,9,data = -attacker.currHp * 0.2,1,1,1,,,2,,
637,1率1级魔防削弱,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,2000,1,27,data=-500,1,2,,2|10000,1,,,
638,2率1级魔防削弱,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,4000,1,27,data=-500,1,2,,2|10000,1,,,
639,3率1级魔防削弱,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,6000,1,27,data=-500,1,2,,2|10000,1,,,
640,4率1级魔防削弱,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,8000,1,27,data=-500,1,2,,2|10000,1,,,
641,5率1级魔防削弱,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,10000,1,27,data=-500,1,2,,2|10000,1,,,
642,莫里亚减攻1,1,2,1,腐蚀,1,beffect_27,1,,beffect_26,,物理攻击降低20%,debuff,4000,1,13,data=-defender.physicalAttackBase*0.05,1,2,,2|10000,1,,,
643,莫里亚减攻2,1,2,1,,0,,,,,,必杀攻击降低20%,debuff,4000,1,16,data=-defender.killAttackBase*0.05,1,2,,2|10000,,,,
644,莫里亚减攻3,1,2,1,,0,,,,,,魔法攻击降低20%,debuff,4000,1,19,data=-defender.magicAttackBase*0.05,1,2,,2|10000,,,,
645,莫里亚减防1,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,4000,1,22,data=-defender.physicalDefendBase*0.1,1,2,,2|10000,1,,,
646,莫里亚减防2,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,4000,1,24,data=-defender.killDefendBase*0.1,1,2,,2|10000,,,,
647,莫里亚减防3,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,4000,1,26,data=-defender.magicDefendBase*0.1,1,2,,2|10000,,,,
648,莫里亚狂暴1,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击降低20%,Buff,10000,1,13,data=500,4,2,,10|10000,1,,,
649,莫里亚狂暴2,1,2,1,,1,beffect_14,1,,beffect_13,,必杀攻击降低20%,Buff,10000,1,16,data=500,4,2,,10|10000,1,,,
650,莫里亚狂暴3,1,2,1,,1,beffect_14,1,,beffect_13,,魔法攻击降低20%,Buff,10000,1,19,data=500,4,2,,10|10000,1,,,
651,大熊魅惑,2,2,1,,0,,,,,,魅惑後会攻击己方諃雄,debuff,10000,1,50,,1,2,,1|10000,,,,
652,1率1回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,1000,1,2,,1,2,,1|10000,,,,
653,2率1回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,2000,1,2,,1,2,,1|10000,,,,
654,3率1回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,3000,1,2,,1,2,,1|10000,,,,
655,4率1回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,4000,1,2,,1,2,,1|10000,,,,
656,5率1回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,5000,1,2,,1,2,,1|10000,,,,
657,6率1回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,6000,1,2,,1,2,,1|10000,,,,
658,7率1回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,7000,1,2,,1,2,,1|10000,,,,
659,8率1回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,8000,1,2,,1,2,,1|10000,,,,
660,9率1回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,9000,1,2,,1,2,,1|10000,,,,
661,10率1回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,10000,1,2,,1,2,,1|10000,,,,
662,1率2回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,1000,1,2,,1,2,,2|10000,,,,
663,2率2回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,2000,1,2,,1,2,,2|10000,,,,
664,3率2回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,3000,1,2,,1,2,,2|10000,,,,
665,4率2回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,4000,1,2,,1,2,,2|10000,,,,
666,5率2回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,5000,1,2,,1,2,,2|10000,,,,
667,狂暴莫里亚状态2,2,2,,,0,,1,meffect_24,,,直接造成10%当前生命伤害,debuff,10000,1,9,if attacker.currHp<150000 then data = -(1.1-attacker.currHp/attacker.currMaxHp)*5*attacker.magicAttackBase else data = -(1.1-attacker.currHp/attacker.currMaxHp)*1*attacker.magicAttackBase end,1,1,1,,,2,,
668,物防减半,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,10000,1,22,data=-defender.physicalDefendBase*0.5,1,2,,2|10000,1,,,
669,必防减半,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,24,data=-defender.killDefendBase*0.5,1,2,,2|10000,,,,
670,魔防减半,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,26,data=-defender.magicDefendBase*0.5,1,2,,2|10000,,,,
671,血祭自己掉血,3,3,,血路,0,,1,heffect_5,,,1级血路，自己掉血,debuff,10000,7,9,data = -(attacker.currHp * 0.20+10),1,1,1,,,2,,
672,1级减物防,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,10000,1,22,data=-defender.physicalDefendBase*0.05,1,2,,2|10000,1,,,
673,1级减必防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,24,data=-defender.killDefendBase*0.05,1,2,,2|10000,,,,
674,1级减魔防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,26,data=-defender.magicDefendBase*0.05,1,2,,2|10000,,,,
675,2级减物防,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,10000,1,22,data=-defender.physicalDefendBase*0.1,1,2,,2|10000,1,,,
676,2级减必防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,24,data=-defender.killDefendBase*0.1,1,2,,2|10000,,,,
677,2级减魔防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,26,data=-defender.magicDefendBase*0.1,1,2,,2|10000,,,,
678,3级减物防,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,10000,1,22,data=-defender.physicalDefendBase*0.15,1,2,,2|10000,1,,,
679,3级减必防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,24,data=-defender.killDefendBase*0.15,1,2,,2|10000,,,,
680,3级减魔防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,26,data=-defender.magicDefendBase*0.15,1,2,,2|10000,,,,
681,4级减物防,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,10000,1,22,data=-defender.physicalDefendBase*0.2,1,2,,2|10000,1,,,
682,4级减必防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,24,data=-defender.killDefendBase*0.2,1,2,,2|10000,,,,
683,4级减魔防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,26,data=-defender.magicDefendBase*0.2,1,2,,2|10000,,,,
684,5级减物防,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,10000,1,22,data=-defender.physicalDefendBase*0.25,1,2,,2|10000,1,,,
685,5级减必防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,24,data=-defender.killDefendBase*0.25,1,2,,2|10000,,,,
686,5级减魔防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,26,data=-defender.magicDefendBase*0.25,1,2,,2|10000,,,,
687,6级减物防,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,10000,1,22,data=-defender.physicalDefendBase*0.3,1,2,,2|10000,1,,,
688,6级减必防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,24,data=-defender.killDefendBase*0.3,1,2,,2|10000,,,,
689,6级减魔防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,26,data=-defender.magicDefendBase*0.3,1,2,,2|10000,,,,
690,7级减物防,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,10000,1,22,data=-defender.physicalDefendBase*0.35,1,2,,2|10000,1,,,
691,7级减必防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,24,data=-defender.killDefendBase*0.35,1,2,,2|10000,,,,
692,7级减魔防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,26,data=-defender.magicDefendBase*0.35,1,2,,2|10000,,,,
693,8级减物防,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,10000,1,22,data=-defender.physicalDefendBase*0.4,1,2,,2|10000,1,,,
694,8级减必防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,24,data=-defender.killDefendBase*0.4,1,2,,2|10000,,,,
695,8级减魔防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,26,data=-defender.magicDefendBase*0.4,1,2,,2|10000,,,,
696,9级减物防,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,10000,1,22,data=-defender.physicalDefendBase*0.45,1,2,,2|10000,1,,,
697,9级减必防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,24,data=-defender.killDefendBase*0.45,1,2,,2|10000,,,,
698,9级减魔防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,26,data=-defender.magicDefendBase*0.45,1,2,,2|10000,,,,
699,10级减物防,1,2,1,破甲,1,beffect_25,1,,beffect_24,,魔法防御百分比削弱,debuff,10000,1,22,data=-defender.physicalDefendBase*0.5,1,2,,2|10000,1,,,
700,10级减必防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,24,data=-defender.killDefendBase*0.5,1,2,,2|10000,,,,
701,10级减魔防,1,2,1,,0,,,,,,魔法防御百分比削弱,debuff,10000,1,26,data=-defender.magicDefendBase*0.5,1,2,,2|10000,,,,
702,250物理攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击降低20%,Buff,10000,1,13,data=250,4,2,,10|10000,1,,,
703,250必杀攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击降低20%,Buff,10000,1,16,data=250,4,2,,10|10000,1,,,
704,250魔法攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,魔法攻击降低20%,Buff,10000,1,19,data=250,4,2,,10|10000,1,,,
705,1000物理攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击降低20%,Buff,10000,1,13,data=1000,4,2,,10|10000,1,,,
706,1000必杀攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击降低20%,Buff,10000,1,16,data=1000,4,2,,10|10000,1,,,
707,1000魔法攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,魔法攻击降低20%,Buff,10000,1,19,data=1000,4,2,,10|10000,1,,,
708,1500物理攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击降低20%,Buff,10000,1,13,data=1500,4,2,,10|10000,1,,,
709,1500必杀攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击降低20%,Buff,10000,1,16,data=1500,4,2,,10|10000,1,,,
710,1500魔法攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,魔法攻击降低20%,Buff,10000,1,19,data=1500,4,2,,10|10000,1,,,
711,2000物理攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击降低20%,Buff,10000,1,13,data=2000,4,2,,10|10000,1,,,
712,2000必杀攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击降低20%,Buff,10000,1,16,data=2000,4,2,,10|10000,1,,,
713,2000魔法攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,魔法攻击降低20%,Buff,10000,1,19,data=2000,4,2,,10|10000,1,,,
714,2500物理攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击降低20%,Buff,10000,1,13,data=2500,4,2,,10|10000,1,,,
715,2500必杀攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击降低20%,Buff,10000,1,16,data=2500,4,2,,10|10000,1,,,
716,2500魔法攻击,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,魔法攻击降低20%,Buff,10000,1,19,data=2500,4,2,,10|10000,1,,,
717,500物理防御,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击降低20%,Buff,10000,1,13,data=500,4,2,,10|10000,1,,,
718,500必杀防御,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击降低20%,Buff,10000,1,16,data=500,4,2,,10|10000,1,,,
719,500魔法防御,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,魔法攻击降低20%,Buff,10000,1,19,data=500,4,2,,10|10000,1,,,
720,1000物理防御,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击降低20%,Buff,10000,1,13,data=1000,4,2,,10|10000,1,,,
721,1000必杀防御,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击降低20%,Buff,10000,1,16,data=1000,4,2,,10|10000,1,,,
722,1000魔法防御,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,魔法攻击降低20%,Buff,10000,1,19,data=1000,4,2,,10|10000,1,,,
723,1500物理防御,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击降低20%,Buff,10000,1,13,data=1500,4,2,,10|10000,1,,,
724,1500必杀防御,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击降低20%,Buff,10000,1,16,data=1500,4,2,,10|10000,1,,,
725,1500魔法防御,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,魔法攻击降低20%,Buff,10000,1,19,data=1500,4,2,,10|10000,1,,,
726,2000物理防御,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击降低20%,Buff,10000,1,13,data=2000,4,2,,10|10000,1,,,
727,2000必杀防御,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击降低20%,Buff,10000,1,16,data=2000,4,2,,10|10000,1,,,
728,2000魔法防御,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,魔法攻击降低20%,Buff,10000,1,19,data=2000,4,2,,10|10000,1,,,
729,2500物理防御,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击降低20%,Buff,10000,1,13,data=2500,4,2,,10|10000,1,,,
730,2500必杀防御,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击降低20%,Buff,10000,1,16,data=2500,4,2,,10|10000,1,,,
731,2500魔法防御,1,2,1,狂暴,1,beffect_14,1,,beffect_13,,魔法攻击降低20%,Buff,10000,1,19,data=2500,4,2,,10|10000,1,,,
732,25百分物理攻击,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击百分比加成,Buff,10000,1,13,data=-defender.physicalDefendBase*0.025,1,2,,2|10000,3,,,
733,25百分必杀攻击,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击百分比加成,Buff,10000,1,16,data=-defender.killDefendBase*0.025,1,2,,2|10000,3,,,
734,25百分魔法攻击,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,魔法攻击百分比加成,Buff,10000,1,19,data=-defender.magicDefendBase*0.025,1,2,,2|10000,3,,,
735,50百分物理攻击,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击百分比加成,Buff,10000,1,13,data=-defender.physicalDefendBase*0.05,1,2,,2|10000,3,,,
736,50百分必杀攻击,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击百分比加成,Buff,10000,1,16,data=-defender.killDefendBase*0.05,1,2,,2|10000,3,,,
737,50百分魔法攻击,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,魔法攻击百分比加成,Buff,10000,1,19,data=-defender.magicDefendBase*0.05,1,2,,2|10000,3,,,
738,75百分物理攻击,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击百分比加成,Buff,10000,1,13,data=-defender.physicalDefendBase*0.075,1,2,,2|10000,3,,,
739,75百分必杀攻击,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击百分比加成,Buff,10000,1,16,data=-defender.killDefendBase*0.075,1,2,,2|10000,3,,,
740,75百分魔法攻击,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,魔法攻击百分比加成,Buff,10000,1,19,data=-defender.magicDefendBase*0.075,1,2,,2|10000,3,,,
741,100百分物理攻击,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击百分比加成,Buff,10000,1,13,data=-defender.physicalDefendBase*0.100,1,2,,2|10000,3,,,
742,100百分必杀攻击,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击百分比加成,Buff,10000,1,16,data=-defender.killDefendBase*0.100,1,2,,2|10000,3,,,
743,100百分魔法攻击,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,魔法攻击百分比加成,Buff,10000,1,19,data=-defender.magicDefendBase*0.100,1,2,,2|10000,3,,,
744,125百分物理攻击,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,物理攻击百分比加成,Buff,10000,1,13,data=-defender.physicalDefendBase*0.125,1,2,,2|10000,3,,,
745,125百分必杀攻击,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,必杀攻击百分比加成,Buff,10000,1,16,data=-defender.killDefendBase*0.125,1,2,,2|10000,3,,,
746,125百分魔法攻击,1,3,1,狂暴,1,beffect_14,1,,beffect_13,,魔法攻击百分比加成,Buff,10000,1,19,data=-defender.magicDefendBase*0.125,1,2,,2|10000,3,,,
747,大熊额外伤害,2,2,,,0,,1,meffect_46,,,直接造成500点伤害,debuff,10000,1,9,if defender.currRage<=75 then data = -(0.4*attacker.killAttackBase*attacker.killAttackRatio/10000*(1+attacker.killAttackAddition/10000)*((100-defender.currRage)/100)+attacker.currStrength*5/100 ) else data =-attacker.currStrength*100/100 end,1,1,1,,,2,,
748,6率2回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,6000,1,2,,1,2,,2|10000,,,,
749,7率2回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,7000,1,2,,1,2,,2|10000,,,,
750,8率2回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,8000,1,2,,1,2,,2|10000,,,,
751,9率2回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,9000,1,2,,1,2,,2|10000,,,,
752,10率2回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,10000,1,2,,1,2,,2|10000,,,,
753,1率3回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,1000,1,2,,1,2,,3|10000,,,,
754,2率3回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,2000,1,2,,1,2,,3|10000,,,,
755,3率3回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,3000,1,2,,1,2,,3|10000,,,,
756,4率3回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,4000,1,2,,1,2,,3|10000,,,,
757,5率3回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,5000,1,2,,1,2,,3|10000,,,,
758,6率3回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,6000,1,2,,1,2,,3|10000,,,,
759,7率3回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,7000,1,2,,1,2,,3|10000,,,,
760,8率3回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,8000,1,2,,1,2,,3|10000,,,,
761,9率3回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,9000,1,2,,1,2,,3|10000,,,,
762,10率3回沉默,2,2,1,沉默,1,beffect_29,1,,,,,debuff,10000,1,2,,1,2,,3|10000,,,,
763,艾斯怒杀25气,2,2,1,,0,,1,beffect_21,meffect_38,,100%减少对方10怒气,debuff,10000,3,28,data=-25,1,1,1,,1,3,meffect_38,if defender.burning == 1 then data = 1 else data = 0 end
764,1率2回3级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,2000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.25*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
765,2率2回3级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,4000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.25*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
766,3率2回3级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,6000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.25*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
767,4率2回3级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,8000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.25*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
768,5率2回3级魔法灼褗,3,2,1,灼褗,1,beffect_23,1,,,,毒咒是指有概率中的毒,debuff,10000,7,56,data=-attacker.magicAttackBase*(1+attacker.magicAttackAddition/10000)*0.25*attacker.killAttackRatio*attacker.currIntelligence/100000000,1,2,,2|10000,,1,,
