技能ID,技能模板名称,技能显示名称,技能图标,施法地点,翨道皮肤路径,技能释放动作ID,技能释放特效,是否全屏特效,技能打击效果特效路径,技能打击特效挂点,技能击中效果特效路径,目标是否播放受伤动作,空格可否播放特效,是否固定地点播放,特效显示顺序,前台技能效果类型,技能显示类型,技能描述,释放方式,技能类型,技能耗魔,昐围ID,是否增加怒气,施法者怒气获得基础值,施法者怒气获得修正值,施法者怒气获得倍率,被打者怒气获得基础值,被打者怒气获得修正值,被打者怒气获得倍率,是否跳过命中判定,是否跳过致命判定,是否跳过格挡判定,是否跳过伤害过程,输出通道,属性输出通道,物理基础攻击修正值,物理攻击百分比修正值,物理攻击伤害倍率,必杀基础攻击修正值,必杀攻击百分比修正值,必杀攻击伤害倍率,魔法基础攻击修正值,魔法攻击百分比修正值,魔法攻击伤害倍率,风属性基础攻击修正值,风属性攻击伤害倍率,雷属性基础攻击修正值,雷属性攻击伤害倍率,水属性基础攻击修正值,水属性攻击伤害倍率,火属性基础攻击修正值,火属性攻击伤害倍率,技能最终伤害值加成,技能修正致命一击率,技能修正命中率,多踥伤害系数,次数限制,技能硐动权重,技能冷却回合,状态包ID X,删除状态包IDX,复合技能IDX,释放概率,是否享受怒气加成,技能目标昐围图片,怒气技能类型,技能提示,击中效果提示
190,"艾斯,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",炎戒.火柱,,1,,1,,0,,,heffect_9,1,0,0,Oc0D0sA,1,1,[物理]：从地面击出冲天的火柱，对敌方单体造成非常高伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
191,"艾斯,怒气技能,怒气攻击,固定中路,必杀伤害,1234,,,,,",神火.不知火,,3,,1,,0,,,,1,1,1,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[必杀]：蝘尽一切的火鬼冲击波，对敌方全体造成非常高伤害,2,怒气攻击,99999,43,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,10000,0,0,0,,,,,,,,,,,,,,,,,,,,1,7.png,1,强化戒指可提高技能伤害,
192,"毂稚,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",冰之军刀,,1,,1,,0,,,heffect_11,1,0,0,Oc0D0sA,1,1,[物理]：将身体变成冰刀，对敌方单体造成非常高伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
193,"毂稚,怒气技能,怒气攻击,敌方直线,必杀伤害,1234,,,,,",冰河时代,,6,,1,,0,,,heffect_11,1,0,0,Ic-2D0sc-1D0sc0D0sc1D0sc2D0sB,1,2,[必杀]：冻结一切的寒冰之气，对敌方直线造成非常高伤害,2,怒气攻击,99999,11,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,25000,0,0,0,,,,,,,,,,,,,,,,,,,,1,3.png,2,强化戒指可提高技能伤害,
194,"婄棒亚尔丽塔,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",锤击,,1,,1,,0,,,heffect_5,1,0,0,Oc0D0sA,1,1,[物理]：用巨大的婄锤攻击，对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
195,"婄棒亚尔丽塔,怒气技能,怒气攻击,目标全体,魔法伤害,1234,,,,,",碎地无双,,2,,1,,1,,,meffect_24,1,1,1,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[魔法]：使用巨锤向四面大方不分敌我地攻击，对敌方全体造成毁灭伤害,2,怒气攻击,99999,6,0,0,0,0,0,0,0,1,0,1,0,3,"4,5,6,7",0,0,0,0,0,0,0,0,25000,,,,,,,,,,,,,,,,,,,,1,7.png,,强化魔器可提高技能伤害,
196,"大佐鵳卡,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",斧斩,,1,,1,,0,,,heffect_3,1,0,0,Oc0D0sA,1,1,[物理]：使用手斧攻击，对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
197,"大佐鵳卡,怒气技能,怒气攻击,敌方单体,必杀伤害,5率怒杀50气,,,,,",威慑斩击,,7,bullet_11,1,,0,,,heffect_3,1,0,0,Oc0D0sA,1,1,[必杀]：非常吓人的斩击，对敌方单体造成较高伤害，降低目标50点怒气,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,35000,0,0,0,,,,,,,,,,,,,,,,377,,,,1,1.png,,强化戒指可提高技能伤害,
198,"曲艺卡巴吉,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",切水果,,1,,1,,0,,,heffect_3,1,0,0,Oc0D0sA,1,1,[物理]：使用空中切水果的杂技，对敌方单体造成较高伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
199,"曲艺卡巴吉,怒气技能,怒气攻击,敌方单体,必杀伤害,4率1回眩艞,,,,,",独轮斩,,1,,1,,0,,,heffect_4,1,0,0,Oc0D0sA,1,1,[必杀]：踩独轮车的杂技，对敌方单体造成较高伤害，高概率眩艞目标1回合,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,30975,0,0,0,,,,,,,,,,,,,,,,463,,,,1,1.png,,强化戒指可提高技能伤害,
200,"催眠师赞高,普通技能,物理攻击,敌方单体,物理伤害,2率1回眩艞,,,,,",不锈钢飞环,,4,bullet_23,1,,0,,,heffect_1,1,0,0,Oc0D0sA,1,1,[物理]：使用飞环攻击，对敌方单体造成伤害，有概率眩艞目标1回合,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,461,,,,0,1.png,,强化武器可提高技能伤害,
201,"催眠师赞高,怒气技能,怒气攻击,敌方单体,魔法伤害,10率1回眩艞,,,,,",Jango,,2,,1,,0,beffect_15,3,heffect_5,1,0,0,Oc0D0sA,1,1,[魔法]：赞高独有的催眠术，对敌方单体造成较高伤害，100%眩艞目标1回合，同时自己眩艞1回合,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,3,"4,5,6,7",0,0,0,0,0,0,0,0,29750,,,,,,,,,,,,,,,,469,,202,,1,1.png,,强化魔器可提高技能伤害,
202,"催眠师赞高,普通技能,小弟技能,目标自己,1234,10率1回眩艞,,,,,","赞高,普通技能,小弟技能,目标自己,1234,4级眩艞,",,2,,,,0,beffect_15,3,,1,0,0,Oc0D0sA,1,1,[特殊]：自己，100%眩艞目标1回合,1,加状态,0,1,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,469,,,,0,1.png,,强化装备无法提高技能效果,
203,"六刀流小八,普通技能,物理攻击,敌方横排,物理伤害,1234,,,,,",六刀刺击,,6,,1,,0,,,heffect_3,1,1,0,Ic0D-2sc0D-1sc0D0sc0D1sc0D2sB,1,2,[物理]：将六把刀合为一处向敌人猛刺，对敌方横排造成伤害,1,物理攻击,0,9,1,25,0,0,25,0,0,0,0,1,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,4.png,,强化武器可提高技能伤害,
204,"六刀流小八,怒气技能,怒气攻击,敌方横排,必杀伤害,1234,,,,,",六刀圆舞曲,,6,,1,,0,,,heffect_13,1,1,0,Ic0D-2sc0D-1sc0D0sc0D1sc0D2sB,1,2,[必杀]：同时旋转六把刀攻击敌人，对敌方横排造成较高伤害,2,怒气攻击,99999,9,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,25000,0,0,0,,,,,,,,,,,,,,,,,,,,1,4.png,,强化戒指可提高技能伤害,
205,"海牛哞哞,普通技能,物理攻击,敌方全体,物理伤害,1234,,,,,",拍拍,,2,,1,,0,,,heffect_5,1,1,1,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[物理]：用海牛的巨怢拍拍，对敌方全体造成伤害,1,物理攻击,0,13,1,25,0,0,25,0,0,0,0,1,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,7.png,,强化武器可提高技能伤害,
206,"海牛哞哞,怒气技能,怒气攻击,敌方全体,魔法伤害,1234,,,,,",海牛之怒,,2,,1,,0,,,heffect_5,1,1,1,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[魔法]：海牛饥饿时的本能攻击，对敌方全体造成较高伤害,2,怒气攻击,99999,13,0,0,0,0,0,0,0,1,0,1,0,3,"4,5,6,7",0,0,0,0,0,0,0,0,12000,,,,,,,,,,,,,,,,,,,,1,7.png,,强化魔器可提高技能伤害,
207,"拉布,普通技能,物理攻击,敌方直线,物理伤害,2率怒杀10气,,,,,",咬咬,,2,,1,,0,,,heffect_5,1,1,0,Ic-2D0sc-1D0sc0D0sc1D0sc2D0sB,1,2,[物理]：将嘴张开到90度再咬下，对敌方直线造成伤害，有竀率降低10点怒气,1,物理攻击,0,11,1,25,0,0,25,0,0,0,0,1,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,334,,,,0,3.png,,强化武器可提高技能伤害,
208,"拉布,怒气技能,怒气攻击,敌方全体,必杀伤害,5率怒杀25气,,,,,",巨鲸冲撞,,2,,1,,0,,,heffect_5,1,1,1,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[必杀]：在疼痛的刺激下失去理智的冲撞，对敌方全体造成较高伤害，降低目标25点怒气,2,怒气攻击,99999,13,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,11040,0,0,0,,,,,,,,,,,,,,,,352,,,,1,7.png,,强化戒指可提高技能伤害,
209,"新人王1,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",乐斩,,1,,1,,0,,,heffect_3,1,0,0,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
210,"新人王1,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,",鲸式斩击,,1,,1,,0,,,heffect_3,1,0,0,Oc0D0sA,1,1,[必杀]：对敌方单体造成伤害,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,35000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,1,强化戒指可提高技能伤害,
211,"原创諃雄2,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",肯特扳手,,1,,1,,0,,,heffect_5,1,0,0,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
212,"原创諃雄2,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,",绝对防御,,1,,1,,0,,,heffect_5,0,0,0,Oc0D0sA,1,1,[必杀]：对敌方单体造成较高伤害并使自己覹入无敌状态1回合,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,35000,0,0,0,,,,,,,,,,,,,,,,,,213,,1,1.png,1,强化戒指可提高技能伤害,
213,"原创諃雄2,普通技能,小弟技能,目标自己,1234,1级无敌,,,,,","原创諃雄2,普通技能,小弟技能,目标自己,1234,1级婄壁,",,2,,,,0,,,,0,0,0,Oc0D0sA,1,1,[特殊]：自己,1,加状态,0,1,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,393,,,,0,1.png,,强化装备无法提高技能效果,
214,"原创諃雄3,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",魔法匕首,,1,,1,,0,,,heffect_2,1,0,0,Oc0D0sA,1,1,[物理]：对敌方单体造成较高伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
215,"原创諃雄3,怒气技能,怒气攻击,敌方单体,魔法伤害,5率1回眩艞,,,,,",旋转光芒,,2,,1,,0,meffect_17,2,heffect_10,1,0,0,Oc0D0sA,1,1,[魔法]：对敌方单体造成较高伤害，有概率眩艞目标1回合,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,3,"4,5,6,7",0,0,0,0,0,0,0,0,35000,,,,,,,,,,,,,,,,464,,,,1,1.png,,强化魔器可提高技能伤害,
216,"新人王2,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",彩虹圈圈,,2,,1,,0,,,heffect_18,1,0,0,Oc0D0sA,1,1,[物理]：对敌方单体造成较高伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
217,"新人王2,怒气技能,怒气攻击,敌方单体,魔法伤害,1234,,,,,",彩虹魔法圈,,2,,1,,0,,,heffect_18,1,0,0,Oc0D0sA,1,1,[魔法]：对敌方单体造成两次伤害，第二次伤害减低目标20点怒气,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,3,"4,5,6,7",0,0,0,0,0,0,0,0,21271,,,,,,,,,,,,,,,,,,218,,1,1.png,,强化魔器可提高技能伤害,
218,"新人王2,普通技能,小弟技能,敌方单体,魔法伤害,5率怒杀20气,,,,,","原创諃雄4,普通技能,小弟技能,目标自己,1234,2级格挡,",,2,,,,0,,,heffect_18,1,0,0,Oc0D0sA,1,1,[物理]：对敌方单体造成较高伤害,1,加状态,0,7,0,0,0,0,0,0,0,1,1,1,0,3,"4,5,6,7",0,0,0,0,0,0,0,0,21271,,,,,,,,,,,,,,,,347,,,,0,1.png,,强化魔器可提高技能伤害,
219,"贝蝵梅伯,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",官二代猛砍,,1,,1,,0,,,heffect_3,1,0,0,Oc0D0sA,1,1,[物理]：来自富二代的猛砍，对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
220,"贝蝵梅伯,怒气技能,怒气攻击,敌方单体,物理伤害,1234,,,,,",官二代冲击,,4,bullet_4,1,,0,,,heffect_3,1,0,0,Oc0D0sA,1,1,[物理]：富二代牟足全力的冲击，对敌方单体造成较高伤害,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,1,"4,5,6,7",0,0,35000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化武器可提高技能伤害,
221,"驯兽师魔奇,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",颗打,,1,,1,,0,,,heffect_5,1,0,0,Oc0D0sA,1,1,[物理]：表穑时气势十足的颗打，对敌方单体造成较高伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
222,"驯兽师魔奇,怒气技能,怒气攻击,敌方单体,魔法伤害,5率怒杀50气,,,,,",爱的颗挞,,1,,1,,0,,,heffect_5,1,0,0,Oc0D0sA,1,1,[魔法]：打在你身，痛在我心，对敌方单体造成较高伤害，降低目标50点怒气,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,3,"4,5,6,7",0,0,0,0,0,0,0,0,29575,,,,,,,,,,,,,,,,377,,,,1,1.png,,强化魔器可提高技能伤害,
223,"猛兽利吉,普通技能,物理攻击,敌方横排,物理伤害,1234,,,,,",横扫,,2,,1,,0,,,heffect_3,1,1,0,Ic0D-2sc0D-1sc0D0sc0D1sc0D2sB,1,2,[物理]：巨狮猛地一扫，对敌方横排造成伤害,1,物理攻击,0,9,1,25,0,0,25,0,0,0,0,1,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,4.png,,强化武器可提高技能伤害,
224,"猛兽利吉,怒气技能,怒气攻击,敌方全体,必杀伤害,1234,,,,,",巨狮怒扫,,2,,1,,0,meffect_29,3,heffect_3,1,1,1,Ic-1D-1sc0D-1sc1D-1sc-1D0sc0D0sc1D0sc-1D1sc0D1sc1D1sB,1,2,[必杀]：真正的狮吼功，对敌方全体造成较高伤害,2,怒气攻击,99999,13,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,12000,0,0,0,,,,,,,,,,,,,,,,,,,,1,7.png,,强化戒指可提高技能伤害,
225,"斑纹猫布治,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",黑猫猛抓,,1,,1,,0,,,heffect_3,1,0,0,Oc0D0sA,1,1,[物理]：猫人兄弟磨练的爪技，对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
226,"斑纹猫布治,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,",猫柳覹攻,,4,bullet_4,1,,0,,,heffect_3,1,0,0,Oc0D0sA,1,1,[必杀]：使用力量符势才可使用的爪技，对敌方单体造成较高伤害，提高格挡值,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,21000,0,0,0,,,,,,,,,,,,,,,,,,227,,1,1.png,,强化戒指可提高技能伤害,
227,"斑纹猫布治,普通技能,小弟技能,目标自己,1234,3级格挡,,,,,","斑纹猫布治,普通技能,小弟技能,目标自己,1234,3级格挡,",,2,,,,0,,,,0,0,0,Oc0D0sA,1,1,[特殊]：自己，提高格挡值,1,加状态,0,1,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,88,,,,0,1.png,,强化装备无法提高技能效果,
228,"山姆,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",黑猫猛抓,,1,,1,,0,,,heffect_3,1,0,0,Oc0D0sA,1,1,[物理]：猫人兄弟磨练的爪技，对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
229,"山姆,怒气技能,怒气攻击,敌方单体,必杀伤害,1级剧毒,,,,,",剧毒猫爪,,1,,1,,0,meffect_31,3,heffect_3,1,0,0,Oc0D0sA,1,1,[必杀]：在猫爪上涂抹口水後的攻击，对敌方单体造成较高伤害，使目标中毒,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,35000,0,0,0,,,,,,,,,,,,,,,,107,,,,1,1.png,,强化戒指可提高技能伤害,
230,"婄壁巴拉,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",婄壁拍击,,1,,1,,0,,,heffect_13,1,0,0,Oc0D0sA,1,1,[物理]：用手上的婄玾拍击，对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
231,"婄壁巴拉,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,",珍珠礼物,,2,,1,,0,,,heffect_13,1,0,0,Oc0D0sA,1,1,[必杀]：利用珍珠的硬度将自己婄壁化，对敌方单体造成较高伤害，无敌1回合,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,35000,0,0,0,,,,,,,,,,,,,,,,,,232,,1,1.png,,强化戒指可提高技能伤害,
232,"婄壁巴拉,普通技能,小弟技能,目标自己,1234,1级无敌,,,,,","婄壁巴拉,普通技能,小弟技能,目标自己,1234,1级婄壁,",,2,,,,0,,,,0,0,0,Oc0D0sA,1,1,[特殊]：自己,1,加状态,0,1,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,393,,,,0,1.png,,强化装备无法提高技能效果,
233,"鬼人金,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",鬼人击,,1,,1,,0,,,heffect_5,1,0,0,Oc0D0sA,1,1,[物理]：用高速旋转的婄棒攻击，对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
234,"鬼人金,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,",鬼人雷光击,,4,bullet_3,1,,0,,,heffect_10,1,0,0,Oc0D0sA,1,1,[必杀]：超高速的鬼人一击，对敌方单体造成较高伤害，提高格挡值,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,21000,0,0,0,,,,,,,,,,,,,,,,,,235,,1,1.png,,强化戒指可提高技能伤害,
235,"鬼人金,普通技能,小弟技能,目标自己,1234,3级格挡,,,,,","鬼人金,普通技能,小弟技能,目标自己,1234,3级格挡,",,2,,,,0,,,,0,0,0,Oc0D0sA,1,1,[特殊]：自己，提高格挡值,1,加状态,0,1,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,88,,,,0,1.png,,强化装备无法提高技能效果,
236,"咻,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",水婄炮,,2,,1,,0,,,heffect_5,1,0,0,Oc0D0sA,1,1,[物理]：亲嘴鱼鱼人的吐水攻击，对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
237,"咻,怒气技能,怒气攻击,敌方直线,魔法伤害,1234,,,,,",百硐水婄炮,,4,bullet_16,1,,0,,,heffect_16,1,1,0,Ic-2D0sc-1D0sc0D0sc1D0sc2D0sB,1,2,[魔法]：亲嘴鱼鱼人将大量的水含在口中高压吐出，对敌方直线造成较高伤害,2,怒气攻击,99999,11,0,0,0,0,0,0,0,1,0,1,0,3,"4,5,6,7",0,0,0,0,0,0,0,0,25000,,,,,,,,,,,,,,,,,,,,1,3.png,,强化魔器可提高技能伤害,
238,"黑带克罗欧比,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",腕刀斩,,1,,1,,0,,,heffect_5,1,0,0,Oc0D0sA,1,1,[物理]：鱼人空手道，对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
239,"黑带克罗欧比,怒气技能,怒气攻击,敌方单体,必杀伤害,1234,,,,,",百枚瓦直拳,,4,bullet_9,1,,0,,,heffect_5,1,0,0,Oc0D0sA,1,1,[必杀]：鱼人空手道的精髓，对敌方单体造成较高伤害,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,35000,0,0,0,,,,,,,,,,,,,,,,,,,,1,1.png,,强化戒指可提高技能伤害,
240,"Mr9,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,",棒球击,,1,,1,,0,,,heffect_5,1,0,0,Oc0D0sA,1,1,[物理]：充满爱与正义的一击，对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
241,"Mr9,怒气技能,怒气攻击,敌方单体,魔法伤害,1234,,,,,",毅力之棒,,2,,1,,0,,,heffect_5,1,0,0,Oc0D0sA,1,1,[魔法]：将毅力集中在棒上的攻击，对敌方单体造成较高伤害，为己方其他所有目标回覆35怒气,2,怒气攻击,99999,7,0,0,0,0,0,0,0,1,0,1,0,3,"4,5,6,7",0,0,0,0,0,0,0,0,31500,,,,,,,,,,,,,,,,,,242,,1,1.png,,强化魔器可提高技能伤害,
242,"Mr9,普通技能,小弟技能,己方其他,1234,5率鼓舞35气,,,,,","MR9小弟技能,普通技能,小弟技能,己方其他,1234,1级振奋,",,2,,1,,0,,,,0,0,1,Oc0D0sA,1,2,[特殊]：己方其他目标，回覆35怒气,1,加状态,0,2,0,0,0,0,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,308,,,,0,7.png,,强化装备无法提高技能效果,
243,"测试鴃用,普通技能,物理攻击,敌方单体,物理伤害,1234,,,,,","测试鴃用,普通技能,物理攻击,敌方单体,物理伤害,1234,",,2,,1,,0,heffect_5,,,1,0,0,Oc0D0sA,1,1,[物理]：对敌方单体造成伤害,1,物理攻击,0,7,1,25,0,0,25,0,0,0,0,0,0,1,"4,5,6,7",0,0,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1.png,,强化武器可提高技能伤害,
244,"测试吸怒,怒气技能,怒气攻击,敌方直线,必杀伤害,1234,,,,,","测试吸怒,怒气技能,怒气攻击,敌方直线,必杀伤害,1级吸怒,",,2,,1,,0,,,,1,0,0,Ic-2D0sc-1D0sc0D0sc1D0sc2D0sB,1,2,[必杀]：对敌方直线造成伤害,2,怒气攻击,99999,11,0,0,0,0,0,0,0,1,0,1,0,2,"4,5,6,7",0,0,0,0,0,23000,0,0,0,,,,,,,,,,,,,,,,,,245,,1,3.png,,强化戒指可提高技能伤害,
245,"测试吸怒,普通技能,小弟技能,敌方直线,1234,5率怒杀25气,,,,,","测试吸怒,普通技能,小弟技能,目标自己,1234,1级吸怒状态,",,2,,1,,0,,,,0,0,0,Ic-2D0sc-1D0sc0D0sc1D0sc2D0sB,1,2,[特殊]：对敌方直线造成，同时降低目标10点怒气,1,加状态,0,11,0,0,0,,0,0,0,1,1,1,1,,"4,5,6,7",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,352,,,,0,3.png,,强化装备无法提高技能效果,
